recipient,amount
ubmPuSVEsbd4W2gi85u8ZPisUNRUTVMXNCTR8AxDaxY,31599886269605
6oscnrXS6LBipaXfcbMhQLm4M6bihhsxfTiHajvtYy9F,54859068790066
72i2Cdw5aa1S11uDvhfZVGGtAW8FbyxaBRN58hQqaSMn,39901331932643
CmHAicGXp6boDhgp7Kb1JbPcvf7GstyK2yMyMxZY2pKU,37710910382372
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,2422776681557535
9jDvpZLfD62KKs38fdsFbZza1SgfGBW6KvbqsNRHexak,1192153352320337
GtGKD86yixYZ71eZJaKyxtxkkrsLpG3XNVXQhc3LwDk3,24387789830338
6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB,98257840792263
mds4GEuiSgQRqveGyktWpETBFCb4AS2wDnhqwLHcT6Z,312813758608452
AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,392717034517525
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,1614411497975418
2EsGVtmMHo9phRWgazxjXDdu2J1yDGPp9t6Lws5SkDWB,27031695675
AhyLPwqeE8zg7fyFjuufH8k7Kq4kNS2eARRq5EKNGRcT,20116468025999
7nngV9xuhwHEScyKpmzx5rvAqN7YMrqBfXTr1RDrXFDR,23209826006994
basedN8GQrnMHdVuKo5G361oYFfNy35Sx4UUKwztRfH,225461506052193
EqgfgrWR3D1As2aS7tYjoHfNxgxcfNYvdUL5zCsXFXBt,11171607571976
2E2JPuFhjkQvEJEeNGqVSwGLJa5GoFqabQTutGjg1bzw,200461172223019
1MuaDGhuN7KRqvsupUcYmq9u1YRh1pp38hu1WV2WC6S,85360892775436
FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA,29319172744169
85yWeD3e2iKHKse2zGcXTj6fcJ7gQ4NwYZDT3au9d7ai,20158903101517
9maF99FLLAMh5v5JKG1ZyRZVBVsT5VkZnAJzDvduCpJa,301899005472812
By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,32357224209328
